"Lg_phon","Language","Speaker","Sex","Phonation","Tone","Vowel","H1c","H2c","H4c","A1c","A2c","A3c","H2Kc","H1H2c","H2H4c","H1A1c","H1A2c","H1A3c","H42Kc","H2KH5Kc","CPP","HNR05","HNR15","HNR25","HNR35","SHR","soe"
"BoL","Bo","Bo2F3","F","L","33","e",0.555698465832631,0.831426253931128,-0.00942471863401127,-0.591265321479691,0.445923916866073,-0.311126417076442,-0.428151193065574,-0.464492040026145,0.495663566587336,0.724598890544477,-0.195475197884876,0.468416395023243,0.468966662060366,-0.328599192425561,0.417179602539838,0.222354073754409,0.278332039127329,0.00364664162428783,0.0389770964678509,-0.349164560188696,0.204416077367502
"BoL","Bo","Bo1F3","F","L","33","o",-0.406297185078387,-0.646216043586221,1.17341461907413,0.409139220099322,0.858508789607012,1.09949893270017,1.15292215724193,0.710572172544045,-1.13073855822646,-0.591431640651825,-0.947797260497617,-1.0653338966868,-0.500726834727273,1.26246244758765,-0.801240906928503,-0.305997852631272,-1.11562437145671,0.202886570678775,0.315448380589524,-0.596561741104796,0.272116939627225
"BoL","Bo","Bo1F1","F","L","33","e",1.02974572762252,1.33527590935351,-0.803568856999185,-0.152778331307852,0.72969594972737,0.540406438781551,0.0615794179363833,-1.19187207245208,2.70293886606349,1.03516218187632,-0.205228682144067,0.0648006711336448,-0.78232976756712,-0.387891020661978,1.18301400961279,0.817067819915719,0.439471431242937,-0.161740278257529,-0.375085632925326,2.82841745792598,0.0162998806070722
"BoL","Bo","Bo2F3","F","L","33","e",-0.0763790578242041,-0.261231621760044,-0.797194786036078,-0.485742898041707,-1.29470947897402,-1.24768290463321,-1.8169446626197,0.211860789416314,0.573979060381188,0.358269009688816,1.14170497107146,1.20465161033795,1.50744754529113,-1.16134670825435,0.163316502419691,0.810029757379191,1.0097154996079,0.684622600820489,0.560370428491982,-0.349164560188696,0.123191145963196
"BoL","Bo","Bo2F3","F","L","33","e",0.00199565234219997,-0.173876906433143,-0.879506062264039,-0.643027267825217,-1.07819861467967,-1.14238637982554,-1.00893070826619,0.176429317188614,0.700075487211723,0.520131948234291,0.975167230126248,1.12392034249148,0.558594805660166,-0.449947557408197,0.0341883618765019,0.590600038339057,0.816754392066673,0.460487554644774,0.325781023537045,-0.349164560188696,0.393940917310881
"BoL","Bo","Bo1M1","M","L","33","v",0.336403688541294,0.126003423394823,0.442692588290872,0.502708544971832,-0.767771530791103,0.887381411085954,0.659493051735524,0.397698122334878,-0.674345560008529,-0.32532085671522,1.44444723854833,-0.642522757584074,-0.426383357281018,0.522252096662188,-0.408983673573764,-0.0655872550543915,-0.0679682995822284,0.313494580389028,0.202832025168977,-1.08595803246552,-1.69378482323674
"BoL","Bo","Bo1F1","F","L","33","o",0.742787182269629,0.286714348935696,0.686927718362647,-0.0695759058109391,0.0376274891300412,0.520691379753475,1.34684813342847,0.973677854188855,-0.620640463831095,0.6972470520018,0.542610864887575,-0.106668602704489,-1.03973986040529,1.40821122720555,0.154254987569669,0.182613635819751,-0.0673064354155854,1.52000922168034,1.745308685683,-0.48237275740848,0.537896060033369
"BoL","Bo","Bo2F3","F","L","33","o",-1.01034435397386,2.02736539525742,2.01192940945,1.35650274447977,1.06621854677308,2.04660949803307,1.78727324290906,-2.71439052648507,-0.647120642491187,-1.54470982513496,-1.3409133786903,-2.30774201269585,-0.700151934333499,1.51470803451327,-0.180763706828443,-0.605044453302939,-0.390988408532342,-0.0345986241914095,0.0513414953045074,-0.343102675463198,1.44986502556685
"BoL","Bo","Bo2F3","F","L","33","o",1.94757526304711,0.142482297416487,-1.14147603745284,-1.24058796115774,-1.1053374418523,0.486149523834114,0.0340673505503799,1.15928864953234,1.12430797254629,1.8679677036997,1.72628089819728,0.0913875830306702,-0.765470790915052,0.163485720096959,0.269223543569938,-0.470086926855699,-0.0639574777150204,0.264005533646583,0.338312508844467,-0.349164560188696,1.1520402770844
"BoL","Bo","Bo1M1","M","L","33","e",0.945451762244526,0.681220466505425,0.340616712322995,-0.131168278492738,1.49390365251869,0.386401067030694,-0.240882774855736,0.54618254235517,0.349132808166571,1.05654640540203,-1.05900041078471,0.220364372446702,0.468642546389712,-0.25440959963792,1.25957156429908,-0.0260615808836821,0.649967512582057,-0.0197615247955498,-0.126847263322658,-0.641793212201589,0.993770431345541
"BoL","Bo","Bo1F2","F","L","33","v",1.60664478008685,1.32657266543262,0.789104880881688,1.67017631419817,1.02900937099672,0.982939637415253,0.471109357663111,-0.866408650414726,0.207507474195984,-0.937585635579477,-0.340056819945879,-0.451914825482095,0.0691639829163145,0.000101783378441124,2.47655917641984,2.05574460422625,2.20172947896174,1.95972337430494,1.6964025082421,-1.14403131240322,2.4897840695455
"BoL","Bo","Bo2M1","M","L","33","v",0.661897012438379,-0.0645839738812047,0.712427046748657,-0.0457258144970809,-0.275531247924884,0.0733295479799151,0.236000201509113,0.480437937992533,-0.952439748470267,0.375741207279019,0.434373700379869,0.150052846780652,0.791748684381138,1.03694880063794,0.334635385745385,1.67014471789437,1.57684354761718,2.24256597219601,2.42749992854445,-1.42841548344217,-0.120256264932037
"BoL","Bo","Bo2M1","M","L","33","v",1.56292880686695,0.70179490636693,1.38561834293815,0.660639395177042,0.443391304306306,2.28317102904252,1.49789788416805,0.365715950160543,-1.32316827909298,0.21253698285217,-0.0215725996963744,-1.58123678089869,0.123984796802659,1.37020043735199,0.906846676984586,1.05390294506502,0.803481790085072,1.24877478614536,1.25920723600436,-1.42841548344217,1.35111450600112
"BoL","Bo","Bo1M1","M","L","33","e",0.921441982729287,0.519141955940815,-0.319987541582318,-0.319267540525481,0.599442891399488,-0.1819788517449,-0.179029672597902,0.78532576667828,1.39469763949854,1.27406254851307,0.168483311817573,0.751757220861243,-0.00872237126194894,0.0425687306016931,0.601387145207373,-0.591680319283787,0.44096803420437,-0.100519906113286,-0.20893122634971,-1.08595803246552,-0.568761693411599
"BoL","Bo","Bo2M3","M","L","21","v",1.03673554612499,0.260903315552247,-0.438748434705473,-0.190396320514434,0.287508348453856,1.02044077184956,0.615157018951004,1.01457818681406,0.970590766263721,0.8711378581724,0.416994854618229,-0.842467506646817,-1.02532357053632,0.84729761775439,-1.76997943152871,-1.89145141394563,-1.72863472803687,-1.60942104410363,-1.59701840569978,0.145638308496085,-0.792985791679977
"BoL","Bo","Bo2M1","M","L","33","e",0.41453547240231,-0.241034258350099,-0.787641738510415,0.0544047534055465,0.354980549510991,-1.15949570108848,-1.66683895330502,0.481388672698323,0.853032955916377,0.162417167017382,-0.233024100096902,1.19971954484714,1.04102519123985,-0.886521738557286,0.108726909062295,0.517724079729245,0.53515642131789,-0.0137784163632168,-0.0468407971910246,0.981018557664162,0.558837937037115
"BoL","Bo","Bo2M1","M","L","33","e",0.194989687872306,-0.113539242426467,-0.81281599461792,0.0922764868243053,0.640409521875896,0.139815004815038,-0.267063152384036,0.22659177154661,0.966705031183209,0.0178504620466863,-0.562944793635218,-0.0642180932938185,-0.906413126139824,0.21808585863199,1.25923684570282,1.21959463062659,1.1794545829776,0.709994203542174,0.323267193193814,1.24527906539841,0.445655570042256
"BoL","Bo","Bo2M1","M","L","21","v",1.61806360795932,-1.0996885368634,-0.991676443605505,-0.906447028559781,-1.01451675510206,-1.10367636032316,-0.803031533036649,2.02157889607808,0.565138729646521,1.61614368459727,1.38865906045518,1.54362929569726,-0.455184129177028,0.601374434473084,-1.4029660411973,-1.24622874847149,-0.588795999628769,-0.589976256322619,-0.379842435699931,0.537993588815578,-0.346620998921754
"BoL","Bo","Bo2M1","M","L","21","v",0.683752248907428,-1.91748805889289,-2.32168696732717,-2.47755015129556,-2.18191322689254,-1.95447688549134,-2.22985809215253,2.1616538093978,1.74305154127292,2.52157452844684,2.2654591644782,2.01717785732303,-0.589177130104395,0.249569775386081,-1.95556252458078,-0.854334374180294,-0.10041663333377,-0.0929410466653689,0.171975200566622,-0.149860968080908,-1.36526230187548
"BoL","Bo","Bo1M3","M","L","33","e",0.0997397886529371,-0.914724976781552,-0.0900490571349697,-1.58630461755913,-0.767119409404018,-0.29385863803173,-0.748165116783372,0.986227692367534,-0.228753853834464,1.35338295465272,0.752129980016605,0.324141544051316,0.496636713427669,-0.317948318704135,1.49285897354867,1.41255924955234,1.01218971305359,0.529226526370867,0.513653436572626,0.0703336401787336,1.29382631346686
"BoL","Bo","Bo1M1","M","L","21","o",-0.534884532533937,-0.775523240039817,-0.0165418557910205,0.0836619131496728,-0.883199264697471,1.93798096755136,2.04104594710584,0.372705695202749,-1.1202420803454,-0.6098229400923,0.652409204834938,-2.19795738678993,-2.18271843537461,1.92130103199507,-0.119344038856505,1.01238567687406,1.37138085350471,1.70159315041206,1.72628888396895,0.456142298563183,1.49378071126783
"BoL","Bo","Bo1M1","M","L","21","o",-0.755774504074137,-0.651861262256092,-0.145153179599603,-0.52957706024861,-0.824235277882485,1.24435596276195,1.519176047894,-0.249164697555503,-0.686430605886818,-0.0347975652243395,0.32794229648111,-1.66940353222298,-1.707352533291,1.78851480270426,-1.6960036451164,-1.34139992507795,-0.126564659160665,0.684702013502984,0.733892427535493,0.421207986857031,1.49378071126783
